usuario,pelicula1,pelicula2,pelicula3,pelicula4,pelicula5,pelicula6
User82326,2,2,4,3,1,3
User82327,5,5,1,4,2,5
User82328,3,5,1,2,2,1
User82329,3,2,3,2,4,5
User82330,3,5,2,5,3,4
User82331,1,2,1,3,1,4
User82332,3,5,3,4,5,4
User82333,1,4,4,4,4,4
User82334,2,5,2,2,4,2
User82335,2,2,3,1,1,3
User82336,2,5,5,3,1,4
User82337,3,4,5,3,5,1
User82338,1,4,5,5,2,2
User82339,1,1,3,1,3,2
User82340,2,3,1,5,3,1
User82341,4,4,3,4,2,1
User82342,2,3,5,1,2,5
User82343,5,5,2,5,2,5
User82344,3,2,2,5,1,1
User82345,4,1,4,2,1,2
User82346,4,3,5,4,5,5
User82347,5,5,2,1,5,5
User82348,5,4,4,5,5,1
User82349,1,3,1,1,4,5
User82350,3,1,5,5,5,4
User82351,1,4,2,2,2,4
User82352,5,3,1,1,2,3
User82353,2,4,5,3,2,1
User82354,4,4,5,4,1,3
User82355,2,3,3,5,3,4
User82356,4,1,4,3,1,1
User82357,2,3,5,4,3,5
User82358,2,3,4,4,2,4
User82359,3,5,4,3,4,5
User82360,4,1,4,3,4,2
User82361,2,4,3,3,5,1
User82362,2,5,5,4,2,4
User82363,5,3,1,1,4,4
User82364,2,4,2,5,4,4
User82365,1,1,2,5,3,3
User82366,3,4,3,5,2,3
User82367,1,2,2,5,4,4
User82368,1,3,1,4,4,5
User82369,4,1,4,3,2,2
User82370,5,4,2,5,3,2
User82371,1,2,3,2,1,5
User82372,3,4,1,5,4,4
User82373,1,5,3,3,5,1
User82374,4,5,1,2,1,2
User82375,3,3,2,3,2,3
User82376,5,3,3,2,3,4
User82377,5,5,3,4,3,2
User82378,5,1,3,2,4,1
User82379,1,3,3,1,2,5
User82380,1,1,4,3,3,4
User82381,4,3,4,2,4,4
User82382,5,1,1,4,3,2
User82383,1,2,4,5,2,5
User82384,3,5,4,4,5,4
User82385,1,5,2,5,2,1
User82386,5,2,3,4,5,4
User82387,1,2,5,3,5,3
User82388,3,3,1,1,3,5
User82389,1,1,3,4,2,5
User82390,1,4,3,2,4,5
User82391,3,4,2,1,3,4
User82392,1,1,3,2,4,3
User82393,5,1,2,2,3,1
User82394,4,5,1,3,2,3
User82395,2,3,2,4,1,1
User82396,1,3,1,2,3,4
User82397,2,3,2,4,4,4
User82398,3,4,4,1,5,3
User82399,1,5,3,5,2,2
User82400,2,4,4,2,2,5
User82401,2,5,4,5,1,4
User82402,5,5,1,4,3,2
User82403,5,3,3,4,2,2
User82404,5,1,5,5,3,2
User82405,2,5,4,1,2,2
User82406,4,1,2,1,2,5
User82407,3,2,3,5,4,5
User82408,3,4,3,2,5,2
User82409,5,4,4,1,1,2
User82410,2,2,4,1,3,2
User82411,2,4,1,4,3,2
User82412,3,5,5,2,5,3
User82413,3,1,2,5,2,3
User82414,5,5,3,1,1,5
User82415,5,5,3,4,1,2
User82416,4,3,3,4,2,3
User82417,2,5,5,3,1,2
User82418,1,2,2,3,3,4
User82419,1,2,3,3,3,2
User82420,1,2,5,4,1,4
User82421,5,3,4,3,2,4
User82422,5,1,3,5,4,4
User82423,2,5,5,4,1,5
User82424,4,3,2,1,2,1
User82425,1,4,2,2,3,4
User82426,1,2,2,5,3,4
User82427,5,4,2,2,1,5
User82428,1,1,4,1,3,2
User82429,2,3,1,4,5,2
User82430,5,1,3,4,5,5
User82431,2,1,4,1,5,2
User82432,5,4,4,5,2,4
User82433,5,3,3,3,3,1
User82434,2,3,2,3,3,2
User82435,5,4,5,4,1,4
User82436,2,3,1,4,5,2
User82437,3,3,4,5,2,5
User82438,4,1,1,4,5,3
User82439,2,2,1,1,4,2
User82440,1,1,5,2,2,4
User82441,1,3,2,4,4,5
User82442,3,2,4,1,1,3
User82443,3,5,5,2,5,5
User82444,5,1,5,2,4,4
User82445,4,4,5,5,5,3
User82446,5,5,4,5,5,1
User82447,5,2,3,5,3,5
User82448,1,1,3,5,1,1
User82449,2,3,4,2,2,1
User82450,4,5,5,3,2,3
User82451,2,2,2,5,3,1
User82452,5,3,5,5,4,1
User82453,4,1,3,4,5,5
User82454,4,1,5,4,4,2
User82455,4,5,1,3,1,4
User82456,5,4,5,2,5,1
User82457,2,5,3,1,2,5
User82458,5,4,5,2,3,3
User82459,1,4,1,3,3,3
User82460,3,2,1,1,5,5
User82461,2,2,3,1,1,2
User82462,5,1,1,3,2,5
User82463,5,4,5,3,2,2
User82464,2,5,3,1,4,5
User82465,1,1,5,3,2,2
User82466,4,2,2,5,5,3
User82467,1,3,5,4,2,3
User82468,3,1,5,5,4,4
User82469,5,5,5,5,3,2
User82470,5,4,5,3,5,4
User82471,2,2,2,4,4,3
User82472,3,2,3,4,1,4
User82473,3,3,1,5,5,4
User82474,2,1,2,5,1,2
User82475,4,2,5,1,2,5
User82476,1,1,4,2,4,2
User82477,3,4,1,4,4,3
User82478,3,5,2,5,4,3
User82479,1,2,1,3,4,1
User82480,4,2,4,1,3,4
User82481,1,1,3,4,4,2
User82482,1,4,3,4,5,3
User82483,2,1,3,1,5,4
User82484,3,2,2,2,4,2
User82485,3,4,1,5,1,2
User82486,4,3,3,4,2,4
User82487,4,4,4,5,5,2
User82488,2,1,3,1,1,1
User82489,3,2,5,4,5,4
User82490,3,5,1,5,2,1
User82491,4,4,2,1,4,5
User82492,5,2,3,2,1,4
User82493,1,3,4,1,1,4
User82494,2,1,4,4,5,4
User82495,2,1,2,4,4,3
User82496,5,2,3,3,1,4
User82497,2,3,5,5,2,3
User82498,3,4,3,5,1,2
User82499,3,1,1,4,4,5
User82500,1,5,2,3,1,1
User82501,3,4,5,2,1,3
User82502,2,1,1,4,2,2
User82503,5,1,1,4,4,1
User82504,1,1,4,4,1,2
User82505,1,2,1,3,2,1
User82506,3,1,3,2,5,1
User82507,2,5,4,3,5,2
User82508,4,5,4,3,4,4
User82509,4,1,1,5,4,2
User82510,2,4,3,4,2,2
User82511,3,1,5,5,4,1
User82512,3,5,1,1,1,5
User82513,1,3,4,5,1,3
User82514,2,2,4,4,1,1
User82515,5,1,4,3,1,5
User82516,4,2,4,5,2,2
User82517,3,2,4,4,4,1
User82518,3,3,5,2,2,4
User82519,4,2,2,2,3,5
User82520,3,4,1,1,1,5
User82521,1,5,1,5,3,4
User82522,3,2,3,1,5,4
User82523,5,3,4,1,5,4
User82524,2,3,1,3,5,4
User82525,5,3,2,1,3,3
User82526,3,3,2,3,2,2
User82527,4,1,4,3,4,1
User82528,4,3,3,2,3,2
User82529,2,5,2,2,5,4
User82530,5,1,4,3,5,4
User82531,3,4,1,4,3,3
User82532,4,4,4,1,5,3
User82533,3,1,3,2,2,3
User82534,2,3,2,3,1,5
User82535,1,4,1,3,1,1
User82536,1,4,1,2,5,4
User82537,5,3,3,5,5,5
User82538,1,2,1,5,2,3
User82539,4,5,5,5,5,5
User82540,1,3,4,5,1,4
User82541,1,4,5,5,5,5
User82542,4,1,4,3,5,1
User82543,4,4,5,5,1,4
User82544,5,5,3,2,5,1
User82545,4,3,3,5,3,1
User82546,4,4,1,3,1,1
User82547,5,5,5,5,1,3
User82548,1,4,4,5,5,5
User82549,1,4,5,5,2,3
User82550,5,2,4,5,3,2
User82551,4,3,5,5,1,3
User82552,5,4,4,1,4,4
User82553,4,4,2,5,3,3
User82554,4,5,4,1,2,5
User82555,1,3,5,3,4,1
User82556,2,4,1,4,1,4
User82557,3,1,2,2,1,3
User82558,2,4,1,5,2,2
User82559,3,2,1,2,3,1
User82560,2,2,5,4,5,4
User82561,5,1,1,1,5,1
User82562,3,4,5,5,4,4
User82563,4,5,1,2,1,1
User82564,1,3,2,2,4,4
User82565,2,2,5,1,2,2
User82566,1,3,2,3,5,4
User82567,3,5,4,3,2,4
User82568,2,5,5,3,3,2
User82569,4,4,1,4,5,1
User82570,1,2,1,4,2,2
User82571,2,2,2,5,5,1
User82572,3,4,5,3,5,1
User82573,3,5,3,2,1,4
User82574,3,5,1,2,1,3
User82575,4,1,4,1,3,3
User82576,1,2,1,2,5,5
User82577,1,5,2,1,2,3
User82578,5,5,4,1,4,1
User82579,3,4,5,1,4,5
User82580,3,1,1,1,3,1
User82581,5,5,4,5,4,2
User82582,2,1,5,4,4,5
User82583,3,5,2,2,3,3
User82584,1,2,3,3,2,5
User82585,4,4,3,4,4,3
User82586,3,4,4,1,1,5
User82587,2,1,3,2,2,2
User82588,1,5,5,4,4,4
User82589,2,2,1,2,5,3
User82590,5,1,5,5,4,2
User82591,1,1,2,1,4,2
User82592,4,1,3,1,4,5
User82593,3,2,3,3,2,1
User82594,3,1,1,2,2,4
User82595,5,4,4,2,1,2
User82596,2,1,5,4,4,3
User82597,4,5,5,4,2,2
User82598,4,4,2,2,3,1
User82599,5,1,1,5,3,2
User82600,2,5,5,5,4,1
User82601,3,5,2,1,5,5
User82602,4,4,4,5,1,2
User82603,3,4,1,5,2,5
User82604,2,1,5,5,4,4
User82605,5,4,3,4,4,1
User82606,5,5,4,2,1,4
User82607,5,3,3,3,5,4
User82608,1,2,1,5,4,2
User82609,1,5,1,1,5,4
User82610,5,4,1,3,3,2
User82611,2,4,5,4,1,2
User82612,2,2,1,3,3,2
User82613,3,2,1,5,5,4
User82614,5,5,3,5,2,2
User82615,2,2,1,5,2,4
User82616,3,1,2,2,5,3
User82617,3,3,3,5,5,5
User82618,4,5,3,4,1,4
User82619,5,4,4,2,1,5
User82620,5,5,3,2,1,5
User82621,3,1,1,5,1,1
User82622,4,4,5,4,1,2
User82623,2,5,4,2,3,1
User82624,3,4,2,4,5,2
User82625,1,2,1,5,3,1
User82626,1,1,2,4,4,3
User82627,2,5,4,4,3,5
User82628,4,3,5,4,1,3
User82629,3,4,5,5,4,5
User82630,1,2,2,3,1,2
User82631,2,5,1,1,5,4
User82632,2,5,3,5,1,3
User82633,2,2,4,3,1,3
User82634,4,4,4,2,4,3
User82635,4,2,5,2,5,4
User82636,4,2,2,2,3,2
User82637,5,5,5,2,5,1
User82638,1,5,4,2,1,2
User82639,1,3,2,4,2,4
User82640,3,4,4,4,2,5
User82641,2,5,3,5,5,3
User82642,3,2,5,2,4,4
User82643,3,2,1,2,5,2
User82644,5,1,5,1,4,2
User82645,4,5,1,5,1,2
User82646,1,4,4,1,1,5
User82647,2,2,4,3,1,4
User82648,1,2,5,4,4,4
User82649,4,5,1,4,5,2
User82650,3,2,4,4,1,2
User82651,3,3,1,3,2,3
User82652,1,1,3,3,4,4
User82653,4,3,1,3,4,5
User82654,2,3,4,5,1,5
User82655,5,1,2,1,5,2
User82656,3,4,1,5,1,5
User82657,5,4,3,1,1,4
User82658,2,3,1,2,3,2
User82659,3,2,4,2,1,1
User82660,3,1,1,3,2,1
User82661,2,3,3,4,1,1
User82662,5,1,5,3,2,5
User82663,1,1,1,2,2,4
User82664,4,5,3,3,5,3
User82665,2,2,2,3,1,1
User82666,4,5,1,5,1,5
User82667,4,2,1,1,2,3
User82668,4,4,5,3,1,1
User82669,5,1,4,2,2,4
User82670,1,4,3,2,5,2
User82671,5,5,2,5,1,2
User82672,3,3,1,5,1,5
User82673,2,5,3,3,1,5
User82674,4,4,1,5,3,3
User82675,2,1,3,1,3,2
User82676,4,4,5,5,3,3
User82677,4,4,3,4,5,1
User82678,4,5,5,2,2,3
User82679,5,3,3,2,5,4
User82680,4,5,3,5,3,3
User82681,3,1,4,3,2,4
User82682,5,5,3,3,1,4
User82683,4,4,5,4,5,2
User82684,1,2,3,2,5,3
User82685,3,4,1,3,1,3
User82686,3,2,5,3,3,1
User82687,5,1,4,5,5,3
User82688,3,2,1,1,3,2
User82689,3,5,4,5,3,1
User82690,1,4,3,4,1,2
User82691,2,2,4,1,5,3
User82692,4,5,2,3,4,5
User82693,2,1,4,2,2,2
User82694,1,2,1,3,1,4
User82695,3,5,2,2,1,1
User82696,3,3,2,1,5,2
User82697,3,2,3,3,1,3
User82698,1,1,4,3,2,5
User82699,5,2,3,5,2,1
User82700,2,2,2,1,3,1
User82701,5,5,1,3,4,5
User82702,3,2,4,3,3,1
User82703,1,3,3,4,1,5
User82704,4,1,3,4,2,5
User82705,4,3,2,4,3,4
User82706,4,5,3,1,5,2
User82707,3,1,2,4,3,1
User82708,2,1,2,4,2,2
User82709,5,2,4,4,3,1
User82710,1,5,2,4,4,1
User82711,2,3,2,2,5,3
User82712,2,4,4,4,4,1
User82713,5,2,1,4,2,5
User82714,3,5,1,1,3,5
User82715,4,1,5,5,2,1
User82716,1,5,3,1,5,2
User82717,1,1,5,1,2,5
User82718,5,5,5,4,5,3
User82719,3,2,4,4,2,5
User82720,4,1,1,4,1,2
User82721,1,4,1,5,5,1
User82722,4,1,5,3,5,4
User82723,4,2,4,2,4,1
User82724,4,5,5,2,1,5
User82725,2,2,1,1,3,4
User82726,2,5,1,5,3,4
User82727,2,4,2,5,5,2
User82728,4,3,4,2,4,1
User82729,4,3,3,5,1,2
User82730,4,1,4,3,4,5
User82731,5,2,4,2,5,4
User82732,5,3,2,1,1,1
User82733,4,5,1,3,5,5
User82734,5,5,3,3,3,4
User82735,2,5,2,2,3,5
User82736,4,5,3,2,1,1
User82737,5,3,4,2,4,5
User82738,4,4,2,2,3,3
User82739,2,5,5,4,4,1
User82740,5,4,1,2,5,3
User82741,5,2,4,2,1,4
User82742,3,2,4,5,5,3
User82743,3,4,5,2,5,3
User82744,1,2,4,4,4,5
User82745,3,2,1,4,2,5
User82746,2,2,5,4,5,4
User82747,4,4,2,2,4,2
User82748,4,2,5,5,1,2
User82749,5,5,4,2,4,1
User82750,2,1,4,3,1,5
User82751,4,4,2,4,4,1
User82752,4,4,2,3,3,4
User82753,4,5,3,1,4,2
User82754,5,4,4,1,4,4
User82755,3,2,1,1,2,4
User82756,2,2,2,2,4,2
User82757,4,5,4,3,4,1
User82758,4,5,3,2,3,2
User82759,3,5,4,3,5,2
User82760,5,3,4,1,3,5
User82761,2,2,3,1,1,2
User82762,2,2,2,1,1,4
User82763,5,3,4,2,5,5
User82764,5,2,5,5,1,2
User82765,2,2,1,1,1,3
User82766,4,2,1,2,2,1
User82767,2,5,1,5,4,2
User82768,3,4,5,4,2,2
User82769,5,1,1,4,2,5
User82770,1,5,1,2,1,5
User82771,1,4,3,3,4,1
User82772,1,3,1,4,1,2
User82773,3,1,3,1,5,1
User82774,2,4,3,1,1,1
User82775,4,4,5,4,3,1
User82776,1,3,2,4,1,4
User82777,2,5,3,3,2,3
User82778,5,4,1,4,5,5
User82779,3,3,1,1,2,3
User82780,5,2,3,2,2,1
User82781,5,4,2,5,2,3
User82782,2,2,2,3,5,4
User82783,3,3,1,2,3,5
User82784,1,1,2,5,2,5
User82785,4,5,1,3,4,1
User82786,3,1,2,4,3,5
User82787,5,2,2,4,2,4
User82788,4,5,1,2,4,3
User82789,2,4,3,2,3,1
User82790,2,5,1,2,2,4
User82791,2,1,5,2,3,5
User82792,4,5,4,1,5,3
User82793,1,3,3,1,5,1
User82794,2,2,2,5,4,1
User82795,1,5,3,5,4,3
User82796,5,1,3,2,2,4
User82797,2,1,1,2,4,2
User82798,4,2,4,4,3,5
User82799,1,5,5,4,3,2
User82800,4,4,1,4,5,5
User82801,4,2,2,3,3,1
User82802,4,3,5,4,5,2
User82803,2,1,2,2,5,2
User82804,2,1,2,4,3,4
User82805,5,5,1,3,1,3
User82806,2,1,3,5,1,4
User82807,5,3,1,5,2,5
User82808,5,1,2,5,3,2
User82809,4,3,1,3,5,3
User82810,3,5,4,1,2,4
User82811,5,1,1,1,4,3
User82812,2,5,1,1,3,5
User82813,1,5,4,5,4,3
User82814,1,4,4,2,1,1
User82815,5,3,1,5,1,5
User82816,4,1,3,4,2,1
User82817,4,5,4,1,5,1
User82818,1,3,1,5,3,5
User82819,2,4,1,3,3,2
User82820,1,3,2,1,4,2
User82821,5,1,2,3,2,5
User82822,3,3,3,3,5,5
User82823,2,4,1,4,4,1
User82824,2,1,2,3,3,1
User82825,2,1,2,3,1,5
User82826,1,3,2,5,4,5
User82827,4,5,1,3,4,2
User82828,3,5,5,5,1,1
User82829,4,3,1,5,3,2
User82830,5,4,1,4,4,1
User82831,1,3,5,3,1,4
User82832,1,4,4,4,5,2
User82833,2,2,1,2,4,3
User82834,2,5,4,1,1,5
User82835,1,2,3,1,4,5
User82836,4,5,4,2,3,4
User82837,1,4,2,5,4,2
User82838,5,2,5,2,3,5
User82839,5,3,4,3,2,5
User82840,2,2,3,1,1,1
User82841,5,3,3,1,4,1
User82842,2,3,5,1,1,4
User82843,3,2,4,5,4,3
User82844,3,2,3,4,5,1
User82845,1,5,1,4,5,5
User82846,3,3,2,3,2,5
User82847,4,2,4,2,5,4
User82848,1,3,3,4,4,5
User82849,2,4,3,3,2,4
User82850,5,1,2,4,4,5
User82851,1,1,5,1,4,1
User82852,4,1,5,4,2,2
User82853,4,4,5,1,2,1
User82854,2,4,1,3,2,5
User82855,1,5,4,2,2,1
User82856,3,3,3,2,5,2
User82857,4,4,4,2,3,4
User82858,3,1,4,1,5,2
User82859,3,3,2,4,1,5
User82860,2,4,1,4,3,4
User82861,5,5,1,3,4,5
User82862,1,3,1,2,4,4
User82863,1,5,1,4,5,2
User82864,4,4,1,3,5,5
User82865,5,2,2,3,5,4
User82866,2,2,4,4,2,2
User82867,2,2,5,1,1,5
User82868,5,3,4,2,1,2
User82869,3,3,3,2,5,1
User82870,2,5,1,4,3,4
User82871,3,2,1,5,1,2
User82872,3,1,1,5,5,2
User82873,1,4,4,2,3,3
User82874,2,5,5,2,2,1
User82875,1,1,2,2,4,5
User82876,1,1,5,4,1,3
User82877,3,2,3,3,1,2
User82878,5,2,3,5,2,5
User82879,2,1,5,4,3,4
User82880,5,3,4,3,5,5
User82881,5,1,4,4,2,5
User82882,3,4,3,3,2,5
User82883,1,5,4,1,5,4
User82884,5,4,4,2,5,1
User82885,2,2,5,4,1,2
User82886,5,4,3,4,2,3
User82887,3,4,3,5,4,1
User82888,2,5,3,3,5,4
User82889,2,1,2,2,4,3
User82890,3,1,4,2,5,3
User82891,1,3,3,1,2,5
User82892,1,5,5,2,2,2
User82893,1,5,3,3,1,4
User82894,1,3,4,1,5,5
User82895,3,4,4,4,3,4
User82896,5,4,5,3,3,2
User82897,5,2,5,1,4,4
User82898,4,3,1,3,2,2
User82899,2,1,5,2,2,2
User82900,3,5,1,3,4,2
User82901,1,4,4,3,4,4
User82902,3,4,2,3,3,4
User82903,3,1,5,2,3,1
User82904,1,5,5,5,3,2
User82905,5,2,5,3,3,2
User82906,3,3,5,1,2,2
User82907,2,4,5,2,3,5
User82908,4,2,2,1,5,5
User82909,3,2,4,1,3,4
User82910,3,2,4,1,3,5
User82911,4,3,3,2,1,2
User82912,4,5,5,1,1,1
User82913,5,3,4,4,4,3
User82914,1,3,5,1,1,4
User82915,4,2,4,2,5,2
User82916,3,1,5,1,1,4
User82917,3,5,3,3,1,1
User82918,3,2,4,3,3,4
User82919,1,5,2,2,2,5
User82920,5,1,1,5,1,5
User82921,4,1,5,4,5,1
User82922,3,4,2,2,2,2
User82923,3,4,2,2,3,5
User82924,1,2,2,3,2,5
User82925,5,1,5,4,1,3
User82926,3,4,3,2,2,4
User82927,1,4,3,3,1,2
User82928,3,4,3,3,4,1
User82929,2,3,4,4,2,5
User82930,1,3,2,5,5,1
User82931,3,3,2,4,1,1
User82932,1,4,4,4,1,5
User82933,1,4,2,2,1,5
User82934,5,1,5,1,2,2
User82935,5,4,2,2,4,4
User82936,4,4,4,2,2,2
User82937,3,4,4,3,3,2
User82938,5,3,3,5,4,4
User82939,1,5,2,5,3,2
User82940,2,1,5,4,4,2
User82941,2,3,1,4,2,5
User82942,1,4,4,4,5,4
User82943,5,3,1,5,4,2
User82944,2,2,3,3,2,5
User82945,5,3,1,4,4,5
User82946,4,2,2,2,5,4
User82947,4,2,4,2,5,2
User82948,4,3,3,3,3,1
User82949,3,4,5,5,1,3
User82950,1,2,4,5,1,5
User82951,3,2,2,2,1,5
User82952,2,4,4,1,4,1
User82953,2,5,1,5,3,4
User82954,2,2,1,2,5,5
User82955,1,1,3,2,1,1
User82956,2,5,1,3,3,3
User82957,5,1,5,4,5,3
User82958,1,2,4,5,4,2
User82959,1,5,1,3,5,3
User82960,4,5,3,3,4,2
User82961,4,1,3,4,2,5
User82962,2,5,1,3,3,2
User82963,4,4,5,1,1,2
User82964,2,4,2,3,2,3
User82965,4,3,1,1,5,3
User82966,4,5,2,1,4,5
User82967,5,4,3,1,5,4
User82968,1,5,2,4,4,5
User82969,2,1,1,3,3,5
User82970,2,5,1,3,2,5
User82971,1,4,5,5,3,5
User82972,3,5,5,2,1,3
User82973,3,5,2,4,2,1
User82974,1,2,4,3,4,1
User82975,4,5,2,4,2,3
User82976,5,5,3,3,3,3
User82977,4,5,2,1,3,3
User82978,5,5,4,2,1,2
User82979,1,1,3,4,3,3
User82980,3,1,2,5,3,3
User82981,2,1,3,5,1,5
User82982,4,3,4,2,1,4
User82983,3,3,1,2,5,5
User82984,3,3,4,3,1,3
User82985,2,2,4,2,3,2
User82986,4,5,5,5,1,4
User82987,4,2,5,2,3,3
User82988,4,3,4,4,3,1
User82989,2,2,4,1,3,2
User82990,4,1,5,3,1,5
User82991,4,3,3,2,2,2
User82992,5,4,2,3,2,2
User82993,2,1,4,3,2,2
User82994,1,5,1,5,2,3
User82995,5,2,1,4,2,4
User82996,1,5,4,2,2,3
User82997,3,4,2,4,3,4
User82998,3,4,4,5,3,2
User82999,5,2,5,3,3,4
User83000,3,3,5,5,2,4
User83001,4,1,3,5,3,3
User83002,5,1,5,3,3,1
User83003,3,3,4,1,3,2
User83004,3,2,1,2,5,5
User83005,3,1,4,3,1,5
User83006,3,5,2,4,2,3
User83007,2,2,1,3,3,1
User83008,5,2,3,3,5,3
User83009,2,2,1,1,5,4
User83010,4,2,3,3,2,2
User83011,4,2,3,2,1,5
User83012,1,2,3,5,4,2
User83013,5,4,2,5,4,5
User83014,4,1,4,1,1,5
User83015,5,1,2,2,3,5
User83016,5,1,4,5,1,4
User83017,1,5,4,3,4,3
User83018,2,2,5,1,5,2
User83019,5,3,1,4,5,4
User83020,3,5,4,3,1,1
User83021,4,4,2,3,3,2
User83022,5,3,5,5,5,1
User83023,2,4,3,4,4,3
User83024,5,3,5,1,3,3
User83025,4,2,4,4,4,2
User83026,3,1,4,3,4,2
User83027,1,4,3,4,4,2
User83028,3,2,3,5,2,2
User83029,3,4,2,2,4,5
User83030,2,2,4,5,2,1
User83031,4,5,1,4,4,1
User83032,5,1,4,4,2,3
User83033,4,3,3,5,5,3
User83034,4,5,4,1,5,4
User83035,1,4,4,5,2,1
User83036,4,1,5,1,3,2
User83037,2,1,2,5,1,3
User83038,3,3,1,5,5,5
User83039,1,3,3,3,2,3
User83040,4,4,1,1,2,5
User83041,5,5,4,2,2,1
User83042,5,1,1,5,2,2
User83043,2,4,5,5,4,4
User83044,2,3,2,3,4,1
User83045,3,3,1,4,5,1
User83046,5,1,4,1,3,4
User83047,1,5,3,5,2,3
User83048,3,4,1,1,5,3
User83049,5,1,5,5,3,3
User83050,4,1,5,2,2,2
User83051,3,1,5,1,4,5
User83052,5,3,3,1,5,5
User83053,2,5,5,1,3,3
User83054,3,5,3,3,1,5
User83055,5,5,1,3,4,4
User83056,3,2,2,1,2,4
User83057,2,5,1,2,3,2
User83058,5,1,3,3,5,4
User83059,5,3,2,5,1,5
User83060,2,1,1,4,4,4
User83061,3,3,3,5,4,4
User83062,3,2,3,3,4,1
User83063,3,3,3,5,4,3
User83064,1,2,5,5,5,2
User83065,4,5,3,1,5,2
User83066,4,5,1,2,4,1
User83067,4,2,1,3,5,5
User83068,3,1,4,2,4,5
User83069,2,3,2,4,1,2
User83070,4,4,2,2,2,3
User83071,1,3,2,1,2,2
User83072,3,5,5,4,4,3
User83073,4,1,2,3,2,2
User83074,5,5,4,4,2,1
User83075,4,4,3,2,3,1
User83076,3,3,1,5,4,2
User83077,3,2,5,5,5,2
User83078,3,1,2,3,1,1
User83079,5,2,1,3,3,1
User83080,1,1,2,5,1,2
User83081,1,5,2,2,1,1
User83082,3,1,2,5,2,3
User83083,3,5,4,2,3,4
User83084,4,1,3,5,2,4
User83085,3,1,4,4,5,3
User83086,3,1,5,4,4,4
User83087,4,2,5,4,3,5
User83088,1,3,3,1,2,5
User83089,5,2,3,5,5,5
User83090,5,1,2,4,1,3
User83091,3,1,1,3,2,4
User83092,1,2,1,1,1,5
User83093,3,4,3,5,2,3
User83094,5,4,2,3,1,5
User83095,3,3,5,3,3,5
User83096,3,1,1,4,5,3
User83097,1,2,3,1,2,2
User83098,5,4,1,4,1,5
User83099,1,2,5,1,5,2
User83100,2,2,5,5,5,4
User83101,2,4,3,2,1,2
User83102,1,3,4,1,5,4
User83103,2,4,3,1,4,5
User83104,3,4,1,5,4,4
User83105,1,3,3,5,1,1
User83106,3,1,1,2,3,4
User83107,4,2,3,3,4,1
User83108,5,1,4,4,3,4
User83109,5,1,3,2,1,3
User83110,5,3,5,5,5,3
User83111,1,3,2,2,3,1
User83112,2,5,1,1,2,4
User83113,4,4,5,1,3,1
User83114,3,2,2,2,1,5
User83115,3,4,2,1,3,3
User83116,3,1,2,4,3,1
User83117,5,5,2,2,5,1
User83118,1,5,3,4,3,2
User83119,2,4,2,2,1,5
User83120,4,3,3,3,5,3
User83121,1,1,4,2,3,5
User83122,1,5,5,5,1,4
User83123,4,1,1,2,1,2
User83124,5,2,4,2,2,1
User83125,3,4,4,4,1,4
User83126,3,5,3,5,5,2
User83127,2,3,2,2,5,1
User83128,3,1,5,4,1,2
User83129,1,5,1,3,3,3
User83130,4,3,1,3,3,1
User83131,1,5,1,5,3,3
User83132,1,1,4,4,2,5
User83133,4,4,4,3,2,1
User83134,4,4,4,4,1,1
User83135,3,2,3,2,4,1
User83136,5,3,1,2,2,1
User83137,5,5,4,3,3,5
User83138,5,1,2,5,5,5
User83139,4,1,5,4,5,1
User83140,1,1,5,4,3,5
User83141,3,4,5,5,5,4
User83142,1,2,2,1,4,2
User83143,4,1,5,4,2,2
User83144,3,5,3,3,5,5
User83145,3,5,4,4,3,4
User83146,2,5,2,4,1,2
User83147,3,5,1,1,2,2
User83148,1,1,2,5,2,1
User83149,3,1,4,4,2,3
User83150,3,3,5,4,5,5
User83151,3,4,4,3,1,4
User83152,3,2,5,4,4,4
User83153,2,3,5,4,5,5
User83154,3,4,2,3,4,1
User83155,2,4,3,5,4,4
User83156,4,2,2,2,1,4
User83157,1,4,5,1,3,3
User83158,3,3,1,1,5,3
User83159,1,4,4,2,2,4
User83160,4,1,4,4,2,2
User83161,4,1,5,1,3,4
User83162,4,5,4,5,4,1
User83163,2,4,4,4,4,2
User83164,3,1,1,5,1,4
User83165,3,4,5,5,1,4
User83166,4,5,2,2,4,5
User83167,4,2,5,3,5,2
User83168,5,4,2,2,4,1
User83169,1,1,2,1,3,3
User83170,4,2,5,2,2,2
User83171,4,4,1,3,5,3
User83172,1,3,5,3,1,4
User83173,3,1,1,1,2,5
User83174,1,2,3,3,5,3
User83175,3,4,1,4,5,2
User83176,4,4,5,1,4,4
User83177,5,4,3,2,4,5
User83178,4,2,2,2,5,1
User83179,5,4,5,4,4,4
User83180,2,4,5,4,4,3
User83181,4,4,1,3,3,5
User83182,2,1,5,4,4,2
User83183,2,5,2,2,3,1
User83184,4,2,1,1,5,4
User83185,1,3,2,2,2,3
User83186,5,1,3,5,4,2
User83187,4,2,5,4,3,3
User83188,1,2,1,4,4,2
User83189,4,4,1,4,2,2
User83190,1,1,3,4,4,1
User83191,3,3,4,5,4,4
User83192,5,5,5,2,4,2
User83193,1,1,5,4,3,3
User83194,2,3,4,3,2,1
User83195,5,4,1,4,1,3
User83196,2,1,4,2,4,2
User83197,1,2,2,4,3,3
